# Wavelength, Molecular Absorption, Ozone, Rayleigh Scattering, Aerosol Extinction
1.050000000e+03	7.332038141e-01	7.348590186e-01	7.307888816e-01	7.254920984e-01
1.050003500e+03	9.675329556e-01	9.697180373e-01	9.643471427e-01	9.573575112e-01
1.050007000e+03	9.968226920e-01	9.990754146e-01	9.935419907e-01	9.863407389e-01
1.050010500e+03	9.977362962e-01	9.999928327e-01	9.944544018e-01	9.872465212e-01
1.050014000e+03	9.977415136e-01	1.000000000e+00	9.944616039e-01	9.872536554e-01
1.050017500e+03	9.977391864e-01	1.000000000e+00	9.944616783e-01	9.872537137e-01
1.050021000e+03	9.977362619e-01	1.000000000e+00	9.944617527e-01	9.872537720e-01
1.050024500e+03	9.977326004e-01	1.000000000e+00	9.944618271e-01	9.872538302e-01
1.050028000e+03	9.977279990e-01	1.000000000e+00	9.944619016e-01	9.872538885e-01
1.050031500e+03	9.977221924e-01	1.000000000e+00	9.944619760e-01	9.872539467e-01
1.050035001e+03	9.977147592e-01	1.000000000e+00	9.944620504e-01	9.872540050e-01
1.050038501e+03	9.977049792e-01	1.000000000e+00	9.944621248e-01	9.872540632e-01
1.050042001e+03	9.976916333e-01	1.000000000e+00	9.944621993e-01	9.872541215e-01
1.050045501e+03	9.976724877e-01	1.000000000e+00	9.944622737e-01	9.872541798e-01
1.050049001e+03	9.976433503e-01	1.000000000e+00	9.944623481e-01	9.872542380e-01
1.050052501e+03	9.975953315e-01	1.000000000e+00	9.944624225e-01	9.872542963e-01
1.050056001e+03	9.975063467e-01	1.000000000e+00	9.944624969e-01	9.872543545e-01
1.050059502e+03	9.973070206e-01	1.000000000e+00	9.944625713e-01	9.872544128e-01
1.050063002e+03	9.967897545e-01	1.000000000e+00	9.944626458e-01	9.872544710e-01
1.050066502e+03	9.958173838e-01	1.000000000e+00	9.944627202e-01	9.872545293e-01
1.050070002e+03	9.951495240e-01	1.000000000e+00	9.944627946e-01	9.872545875e-01
1.050073503e+03	9.957022937e-01	1.000000000e+00	9.944628690e-01	9.872546458e-01
1.050077003e+03	9.966763735e-01	1.000000000e+00	9.944629434e-01	9.872547040e-01
1.050080503e+03	9.972462656e-01	1.000000000e+00	9.944630178e-01	9.872547623e-01
1.050084003e+03	9.974781341e-01	1.000000000e+00	9.944630922e-01	9.872548205e-01
1.050087504e+03	9.975791033e-01	1.000000000e+00	9.944631666e-01	9.872548788e-01
1.050091004e+03	9.976308941e-01	1.000000000e+00	9.944632410e-01	9.872549371e-01
1.050094504e+03	9.976607038e-01	1.000000000e+00	9.944633154e-01	9.872549953e-01
1.050098005e+03	9.976792320e-01	1.000000000e+00	9.944633898e-01	9.872550536e-01
1.050101505e+03	9.976913837e-01	1.000000000e+00	9.944634643e-01	9.872551118e-01
1.050105005e+03	9.976996295e-01	1.000000000e+00	9.944635387e-01	9.872551701e-01
1.050108506e+03	9.977054025e-01	1.000000000e+00	9.944636131e-01	9.872552283e-01
1.050112006e+03	9.977095057e-01	1.000000000e+00	9.944636875e-01	9.872552866e-01
1.050115506e+03	9.977123544e-01	1.000000000e+00	9.944637619e-01	9.872553448e-01
1.050119007e+03	9.977143011e-01	1.000000000e+00	9.944638363e-01	9.872554031e-01
1.050122507e+03	9.977156184e-01	1.000000000e+00	9.944639107e-01	9.872554613e-01
1.050126008e+03	9.977164723e-01	1.000000000e+00	9.944639850e-01	9.872555196e-01
1.050129508e+03	9.977169716e-01	1.000000000e+00	9.944640594e-01	9.872555778e-01
1.050133008e+03	9.977171620e-01	1.000000000e+00	9.944641338e-01	9.872556361e-01
1.050136509e+03	9.977170367e-01	1.000000000e+00	9.944642082e-01	9.872556943e-01
1.050140009e+03	9.977166625e-01	1.000000000e+00	9.944642826e-01	9.872557526e-01
1.050143510e+03	9.977160807e-01	1.000000000e+00	9.944643570e-01	9.872558108e-01
1.050147010e+03	9.977153247e-01	1.000000000e+00	9.944644314e-01	9.872558691e-01
1.050150511e+03	9.977144089e-01	1.000000000e+00	9.944645058e-01	9.872559273e-01
