wl_micron,transit_cm
1.899998481006972,1670208838.198308229446411
1.900000381006403,1667434928.950760602951050
1.900002281007733,1664023216.698399066925049
1.900004181010964,1661082249.542148828506470
1.900006081016095,1659943809.020875453948975
1.900007981023126,1661136180.722765207290649
1.900009881032057,1664293436.263339281082153
1.900011781042888,1668807209.541174888610840
1.900013681055619,1674260891.979336977005005
1.900015581070250,1680210276.083755970001221
1.900017481086781,1685731006.002415418624878
1.900019381105213,1689430772.701310396194458
1.900021281125543,1690030945.306454658508301
1.900023181147774,1687056437.527243137359619
1.900025081171906,1681217715.149956941604614
1.900026981197936,1674267114.088044643402100
1.900028881225868,1668264686.705018281936646
1.900030781255699,1664625969.657134294509888
1.900032681287430,1663627670.792434692382812
1.900034581321061,1664568376.056023836135864
1.900036481356593,1666208143.352370262145996
1.900038381394024,1667250601.449832439422607
1.900040281433355,1666875588.298833847045898
1.900042181474587,1665131556.568460464477539
1.900044081517718,1662865690.558464527130127
1.900045981562749,1661170883.999052524566650
1.900047881609681,1660716136.833719015121460
1.900049781658513,1661393792.972583055496216
1.900051681709244,1662457990.137102842330933
1.900053581761876,1663006053.247468233108521
1.900055481816408,1662478506.288082599639893
1.900057381872840,1660892920.899649620056152
1.900059281931171,1658728992.321004629135132
1.900061181991404,1656588158.340852975845337
1.900063082053535,1654846916.428769111633301
1.900064982117567,1653510142.427318811416626
1.900066882183499,1652352313.469068288803101
1.900068782251331,1651233089.483031272888184
1.900070682321063,1650334174.433018207550049
1.900072582392696,1650124541.362761497497559
1.900074482466228,1651066665.785677194595337
1.900076382541660,1653259208.271289348602295
1.900078282618993,1656267173.785540103912354
1.900080182698226,1659291263.891838550567627
1.900082082779358,1661589808.252599000930786
1.900083982862391,1662838674.708061456680298
1.900085882947324,1663146073.768375635147095
1.900087783034157,1662764732.269404411315918
1.900089683122890,1661832558.657740354537964
1.900091583213523,1660386720.952461957931519
1.900093483306056,1658554029.541192770004272
1.900095383400489,1656667624.289392709732056
1.900097283496823,1655228022.453525543212891
1.900099183595056,1654772586.086182594299316
