wl_micron,transit_cm
1.899998481006972,1661134475.766602039337158
1.900000381006403,1661070559.271331071853638
1.900002281007733,1660980613.330760240554810
1.900004181010964,1660870715.989800691604614
1.900006081016095,1660751738.550194025039673
1.900007981023126,1660630910.017259120941162
1.900009881032057,1660510871.074140787124634
1.900011781042888,1660392221.561591863632202
1.900013681055619,1660274769.263687610626221
1.900015581070250,1660158058.864384651184082
1.900017481086781,1660041726.053484916687012
1.900019381105213,1659925700.151371955871582
1.900021281125543,1659810370.130743980407715
1.900023181147774,1659696662.053004503250122
1.900025081171906,1659585770.197793245315552
1.900026981197936,1659479294.459234714508057
1.900028881225868,1659381820.911143064498901
1.900030781255699,1659304392.050436496734619
1.900032681287430,1659262300.112979412078857
1.900034581321061,1659266427.378329277038574
1.900036481356593,1659315058.512539386749268
1.900038381394024,1659388627.991431236267090
1.900040281433355,1659445963.792566776275635
1.900042181474587,1659431702.587378740310669
1.900044081517718,1659308548.090386390686035
1.900045981562749,1659088040.496447086334229
1.900047881609681,1658821235.974508762359619
1.900049781658513,1658565686.539723634719849
1.900051681709244,1658358212.833709955215454
1.900053581761876,1658207839.804826974868774
1.900055481816408,1658114718.868943452835083
1.900057381872840,1658096510.397858858108521
1.900059281931171,1658203652.482071876525879
1.900061181991404,1658511237.198527336120605
1.900063082053535,1659069111.004614591598511
1.900064982117567,1659812212.946550607681274
1.900066882183499,1660507504.869083642959595
1.900068782251331,1660859728.332288980484009
1.900070682321063,1660723430.364178895950317
1.900072582392696,1660190666.329960823059082
1.900074482466228,1659495971.291408538818359
1.900076382541660,1658863847.711204528808594
1.900078282618993,1658406644.604554414749146
1.900080182698226,1658122539.705906152725220
1.900082082779358,1657955260.260713577270508
1.900083982862391,1657848409.469244956970215
1.900085882947324,1657768022.439666032791138
1.900087783034157,1657698915.730972528457642
1.900089683122890,1657634167.512456178665161
1.900091583213523,1657570264.749631643295288
1.900093483306056,1657506347.476573944091797
1.900095383400489,1657443291.382935523986816
1.900097283496823,1657382595.131418228149414
1.900099183595056,1657325666.456661224365234
1.900101083695190,1657273011.692830085754395
1.900102983797223,1657223326.549831390380859
1.900104883901157,1657173413.662194013595581
1.900106784006991,1657119582.037118911743164
1.900108684114725,1657060101.918490648269653
1.900110584224360,1656997012.892471790313721
1.900112484335893,1656936251.554805517196655
1.900114384449328,1656891110.512177944183350
1.900116284564662,1656892307.028369188308716
1.900118184681897,1656981264.489200115203857
1.900120084801032,1657161765.013638734817505
1.900121984922066,1657368599.662596464157104
1.900123885045001,1657522413.237589359283447
1.900125785169836,1657594749.336045265197754
1.900127685296572,1657598541.178300380706787
1.900129585425207,1657554524.987743139266968
1.900131485555742,1657486440.288851261138916
1.900133385688177,1657427489.403075695037842
1.900135285822513,1657417949.460519313812256
1.900137185958749,1657501684.020245075225830
1.900139086096885,1657725312.903691530227661
1.900140986236921,1658125721.231697082519531
1.900142886378857,1658696213.308373212814331
1.900144786522694,1659339510.247698545455933
1.900146686668430,1659857232.373110294342041
1.900148586816067,1660037758.286753654479980
1.900150486965604,1659785384.167441844940186
1.900152387117040,1659178013.846363782882690
1.900154287270378,1658429431.012948751449585
1.900156187425615,1657774216.899426221847534
1.900158087582753,1657362828.573159933090210
1.900159987741790,1657244203.956074476242065
1.900161887902728,1657392784.147163391113281
1.900163788065566,1657727327.819716930389404
1.900165688230304,1658115553.587103366851807
1.900167588396942,1658393615.651269674301147
1.900169488565481,1658425125.461380958557129
1.900171388735919,1658182409.757112264633179
1.900173288908258,1657766755.110349893569946
1.900175189082496,1657329044.271932125091553
1.900177089258636,1656979460.437558650970459
1.900178989436675,1656753012.793666601181030
1.900180889616614,1656623199.312116384506226
1.900182789798454,1656529965.255971908569336
1.900184689982194,1656388276.970474720001221
1.900186590167834,1656108224.846897602081299
1.900188490355374,1655682584.169921398162842
1.900190390544815,1655244113.512820959091187
1.900192290736155,1654948122.251288652420044
1.900194190929396,1654824348.338828325271606
1.900196091124537,1654804896.232193708419800
1.900197991321578,1654828717.010804414749146
1.900199891520520,1654872885.250974178314209
1.900201791721361,1654933687.416451215744019
1.900203691924102,1655011784.478602409362793
1.900205592128745,1655105631.089349269866943
1.900207492335287,1655205418.574512720108032
1.900209392543730,1655290247.065570116043091
1.900211292754072,1655334224.103169679641724
1.900213192966315,1655321850.387708425521851
1.900215093180458,1655263090.845063447952271
1.900216993396501,1655192243.383852481842041
1.900218893614444,1655152502.904830932617188
1.900220793834288,1655183748.547124862670898
1.900222694056033,1655315069.647496461868286
1.900224594279676,1655549612.503231525421143
1.900226494505221,1655847177.541463851928711
1.900228394732665,1656123040.216540098190308
1.900230294962010,1656275470.941739320755005
1.900232195193255,1656250013.975869894027710
1.900234095426400,1656084814.735891819000244
1.900235995661445,1655873558.971427440643311
1.900237895898392,1655687610.888344049453735
1.900239796137238,1655524781.255531311035156
1.900241696377983,1655352364.759196996688843
1.900243596620630,1655221169.186036109924316
1.900245496865177,1655232457.520387411117554
1.900247397111624,1655333010.117304801940918
1.900249297359971,1655295145.874829292297363
1.900251197610218,1654967471.652531623840332
1.900253097862366,1654423809.159897327423096
1.900254998116414,1653864115.851147174835205
1.900256898372361,1653456759.509235620498657
